threshold,accuracy,balanced_accuracy,macro_f1,exit_precision,exit_recall,exit_f1,presence_precision,presence_recall,presence_f1,tn,fp,fn,tp,model,fold,outer_val_season
0.32,0.91875,0.7241635263217997,0.7763734754094445,0.8529411764705882,0.4603174603174603,0.5979381443298969,0.9237668161434978,0.988009592326139,0.9548088064889919,58,68,10,824,CatBoost_ModelA,2,2021-2022
0.33,0.9197916666666667,0.7281317802900537,0.7802452619843925,0.855072463768116,0.46825396825396826,0.6051282051282051,0.9248035914702581,0.988009592326139,0.9553623188405798,59,67,10,824,CatBoost_ModelA,2,2021-2022
0.34,0.9208333333333333,0.7321000342583076,0.7840806856385245,0.8571428571428571,0.47619047619047616,0.6122448979591837,0.9258426966292135,0.988009592326139,0.9559164733178654,60,66,10,824,CatBoost_ModelA,2,2021-2022
0.35,0.91875,0.7309009934909215,0.7803822194066097,0.8333333333333334,0.47619047619047616,0.6060606060606061,0.9256756756756757,0.9856115107913669,0.9547038327526133,60,66,12,822,CatBoost_ModelA,2,2021-2022
0.36,0.9177083333333333,0.7303014731072285,0.7785557654629919,0.821917808219178,0.47619047619047616,0.6030150753768844,0.9255918827508456,0.9844124700239808,0.9540964555490994,60,66,13,821,CatBoost_ModelA,2,2021-2022
0.37,0.9197916666666667,0.7416067146282974,0.787921997067861,0.8181818181818182,0.5,0.6206896551724138,0.928652321630804,0.9832134292565947,0.9551543389633081,63,63,14,820,CatBoost_ModelA,2,2021-2022
0.38,0.9239583333333333,0.7574797305013132,0.8023638501823227,0.8271604938271605,0.5317460317460317,0.6473429951690821,0.9328782707622298,0.9832134292565947,0.9573847051955633,67,59,14,820,CatBoost_ModelA,2,2021-2022
0.39,0.9239583333333333,0.767585931254996,0.8072559551804088,0.8045977011494253,0.5555555555555556,0.6572769953051644,0.9358533791523482,0.9796163069544365,0.9572349150556532,70,56,17,817,CatBoost_ModelA,2,2021-2022
0.4,0.9260416666666667,0.7755224391915039,0.814062606560731,0.8089887640449438,0.5714285714285714,0.6697674418604651,0.9380022962112514,0.9796163069544365,0.9583577712609971,72,54,17,817,CatBoost_ModelA,2,2021-2022
0.41,0.9260416666666667,0.7788911727760649,0.8155599633068237,0.8021978021978022,0.5793650793650794,0.6728110599078341,0.9390103567318757,0.9784172661870504,0.9583088667058133,73,53,18,816,CatBoost_ModelA,2,2021-2022
0.42,0.928125,0.7868276807125728,0.8221835664758039,0.8064516129032258,0.5952380952380952,0.684931506849315,0.9411764705882353,0.9784172661870504,0.9594356261022927,75,51,18,816,CatBoost_ModelA,2,2021-2022
0.43,0.9260416666666667,0.7889973735297476,0.8198879055891298,0.7835051546391752,0.6031746031746031,0.6816143497757847,0.9420625724217845,0.9748201438848921,0.9581614614024749,76,50,21,813,CatBoost_ModelA,2,2021-2022
0.44,0.9270833333333334,0.7929656274980017,0.8231132075471699,0.7857142857142857,0.6111111111111112,0.6875,0.9431554524361949,0.9748201438848921,0.9587264150943396,77,49,21,813,CatBoost_ModelA,2,2021-2022
0.45,0.9302083333333333,0.8082391229873245,0.8339010275308014,0.7864077669902912,0.6428571428571429,0.7074235807860262,0.9474912485414235,0.973621103117506,0.9603784742755765,81,45,22,812,CatBoost_ModelA,2,2021-2022
0.46,0.93125,0.8155761105401393,0.8382088576564799,0.7830188679245284,0.6587301587301587,0.7155172413793104,0.949648711943794,0.9724220623501199,0.9609004739336493,83,43,23,811,CatBoost_ModelA,2,2021-2022
0.47,0.9322916666666666,0.8195443645083933,0.84125005406148,0.7850467289719626,0.6666666666666666,0.721030042918455,0.9507620164126612,0.9724220623501199,0.9614700652045051,84,42,23,811,CatBoost_ModelA,2,2021-2022
0.48,0.9333333333333333,0.8235126184766473,0.8442680293214101,0.7870370370370371,0.6746031746031746,0.7264957264957265,0.9518779342723005,0.9724220623501199,0.9620403321470937,85,41,23,811,CatBoost_ModelA,2,2021-2022
0.49,0.9291666666666667,0.8211145369418751,0.8369288262272805,0.7589285714285714,0.6746031746031746,0.7142857142857143,0.9516509433962265,0.9676258992805755,0.9595719381688466,85,41,27,807,CatBoost_ModelA,2,2021-2022
0.5,0.9291666666666667,0.8211145369418751,0.8369288262272805,0.7589285714285714,0.6746031746031746,0.7142857142857143,0.9516509433962265,0.9676258992805755,0.9595719381688466,85,41,27,807,CatBoost_ModelA,2,2021-2022
0.51,0.928125,0.823883750142743,0.8362985278235662,0.7478260869565218,0.6825396825396826,0.7136929460580913,0.9526627218934911,0.9652278177458034,0.958904109589041,86,40,29,805,CatBoost_ModelA,2,2021-2022
0.52,0.9270833333333334,0.8266529633436108,0.8356743221565789,0.7372881355932204,0.6904761904761905,0.7131147540983607,0.9536817102137767,0.9628297362110312,0.9582338902147971,87,39,31,803,CatBoost_ModelA,2,2021-2022
0.53,0.9291666666666667,0.8379582048646796,0.8425682975767865,0.7377049180327869,0.7142857142857143,0.7258064516129032,0.9570405727923628,0.9616306954436451,0.9593301435406698,90,36,32,802,CatBoost_ModelA,2,2021-2022
0.54,0.93125,0.8458947128011876,0.8482395209580837,0.7419354838709677,0.7301587301587301,0.736,0.9593301435406698,0.9616306954436451,0.9604790419161676,92,34,32,802,CatBoost_ModelA,2,2021-2022
0.55,0.9302083333333333,0.8486639260020555,0.8474929520024849,0.7322834645669292,0.7380952380952381,0.7351778656126482,0.9603841536614646,0.9592326139088729,0.9598080383923215,93,33,34,800,CatBoost_ModelA,2,2021-2022
0.56,0.9302083333333333,0.8486639260020555,0.8474929520024849,0.7322834645669292,0.7380952380952381,0.7351778656126482,0.9603841536614646,0.9592326139088729,0.9598080383923215,93,33,34,800,CatBoost_ModelA,2,2021-2022
0.57,0.9322916666666666,0.8566004339385634,0.8530295000883237,0.7364341085271318,0.753968253968254,0.7450980392156863,0.9626955475330926,0.9592326139088729,0.960960960960961,95,31,34,800,CatBoost_ModelA,2,2021-2022
0.58,0.9302083333333333,0.8554013931711774,0.8495054879489741,0.7251908396946565,0.753968253968254,0.7392996108949417,0.962605548854041,0.9568345323741008,0.9597113650030066,95,31,36,798,CatBoost_ModelA,2,2021-2022
0.59,0.928125,0.8542023524037912,0.8460247466869983,0.7142857142857143,0.753968253968254,0.7335907335907336,0.9625151148730351,0.9544364508393285,0.9584587597832631,95,31,38,796,CatBoost_ModelA,2,2021-2022
0.6,0.9260416666666667,0.8530033116364051,0.842586241538664,0.7037037037037037,0.753968253968254,0.7279693486590039,0.9624242424242424,0.9520383693045563,0.9572031344183243,95,31,40,794,CatBoost_ModelA,2,2021-2022
0.61,0.925,0.852403791252712,0.8408825127303198,0.6985294117647058,0.753968253968254,0.7251908396946565,0.962378640776699,0.9508393285371702,0.9565741857659831,95,31,41,793,CatBoost_ModelA,2,2021-2022
0.62,0.9239583333333333,0.8551730044535799,0.8402097702787437,0.6906474820143885,0.7619047619047619,0.7245283018867924,0.9634591961023142,0.9484412470023981,0.9558912386706948,96,30,43,791,CatBoost_ModelA,2,2021-2022
0.63,0.9208333333333333,0.8533744433025008,0.8352065339163746,0.676056338028169,0.7619047619047619,0.7164179104477612,0.9633251833740831,0.9448441247002398,0.9539951573849879,96,30,46,788,CatBoost_ModelA,2,2021-2022
0.64,0.9177083333333333,0.8515758821514217,0.8302896309739325,0.6620689655172414,0.7619047619047619,0.7084870848708487,0.9631901840490797,0.9412470023980816,0.9520921770770163,96,30,49,785,CatBoost_ModelA,2,2021-2022
0.65,0.9166666666666666,0.8509763617677286,0.8286693318103941,0.6575342465753424,0.7619047619047619,0.7058823529411765,0.9631449631449631,0.9400479616306955,0.9514563106796117,96,30,50,784,CatBoost_ModelA,2,2021-2022
0.66,0.915625,0.8571143085531574,0.8291405832862753,0.6490066225165563,0.7777777777777778,0.7075812274368231,0.965389369592089,0.9364508393285371,0.9506999391357274,98,28,53,781,CatBoost_ModelA,2,2021-2022
0.67,0.915625,0.8638517757222792,0.8311616969812772,0.6451612903225806,0.7936507936507936,0.7117437722419929,0.9677018633540373,0.934052757793765,0.9505796217205613,100,26,55,779,CatBoost_ModelA,2,2021-2022
0.68,0.9135416666666667,0.8660214685394542,0.8290037019153388,0.6352201257861635,0.8015873015873016,0.7087719298245614,0.968789013732834,0.9304556354916067,0.9492354740061162,101,25,58,776,CatBoost_ModelA,2,2021-2022
0.69,0.9114583333333334,0.868191161356629,0.8268835431168176,0.6257668711656442,0.8095238095238095,0.7058823529411765,0.9698870765370138,0.9268585131894485,0.9478847332924586,102,24,61,773,CatBoost_ModelA,2,2021-2022
0.7,0.909375,0.8737295877583647,0.8257731421121252,0.6153846153846154,0.8253968253968254,0.7050847457627119,0.9721871049304678,0.9220623501199041,0.9464615384615385,104,22,65,769,CatBoost_ModelA,2,2021-2022
0.71,0.909375,0.8770983213429258,0.826733135420751,0.6140350877192983,0.8333333333333334,0.7070707070707071,0.973384030418251,0.920863309352518,0.9463955637707948,105,21,66,768,CatBoost_ModelA,2,2021-2022
0.72,0.909375,0.8770983213429258,0.826733135420751,0.6140350877192983,0.8333333333333334,0.7070707070707071,0.973384030418251,0.920863309352518,0.9463955637707948,105,21,66,768,CatBoost_ModelA,2,2021-2022
0.73,0.9083333333333333,0.8764988009592327,0.8252219895894537,0.6104651162790697,0.8333333333333334,0.7046979865771812,0.9733502538071066,0.919664268585132,0.9457459926017263,105,21,67,767,CatBoost_ModelA,2,2021-2022
0.74,0.909375,0.8804670549274867,0.827679763307261,0.6127167630057804,0.8412698412698413,0.7090301003344481,0.974587039390089,0.919664268585132,0.946329426280074,106,20,67,767,CatBoost_ModelA,2,2021-2022
0.75,0.9072916666666667,0.8826367477446614,0.8256152145826827,0.6045197740112994,0.8492063492063492,0.7062706270627063,0.9757343550446999,0.9160671462829736,0.9449598021026593,107,19,70,764,CatBoost_ModelA,2,2021-2022
0.76,0.9010416666666666,0.8790396254425031,0.8167935250974792,0.5846994535519126,0.8492063492063492,0.6925566343042071,0.9755469755469756,0.9088729016786571,0.9410304158907511,107,19,76,758,CatBoost_ModelA,2,2021-2022
0.77,0.896875,0.876641543907731,0.8110502971226126,0.5721925133689839,0.8492063492063492,0.6837060702875399,0.9754204398447607,0.9040767386091128,0.9383945239576851,107,19,80,754,CatBoost_ModelA,2,2021-2022
0.78,0.890625,0.8764131551901335,0.8036155774929424,0.5538461538461539,0.8571428571428571,0.6728971962616822,0.9764705882352941,0.89568345323741,0.9343339587242027,108,18,87,747,CatBoost_ModelA,2,2021-2022
0.79,0.8875,0.8746145940390544,0.7994987468671679,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.9763779527559056,0.8920863309352518,0.9323308270676691,108,18,90,744,CatBoost_ModelA,2,2021-2022
0.8,0.8822916666666667,0.8716169921205892,0.7927552207611583,0.5320197044334976,0.8571428571428571,0.6565349544072948,0.9762219286657859,0.8860911270983214,0.928975487115022,108,18,95,739,CatBoost_ModelA,2,2021-2022
0.81,0.88125,0.877754938906018,0.7934018469995696,0.5288461538461539,0.873015873015873,0.6586826347305389,0.9787234042553191,0.882494004796163,0.9281210592686002,110,16,98,736,CatBoost_ModelA,2,2021-2022
0.82,0.8760416666666667,0.8747573369875528,0.7868493672090588,0.5164319248826291,0.873015873015873,0.6489675516224189,0.9785809906291834,0.8764988009592326,0.9247311827956989,110,16,103,731,CatBoost_ModelA,2,2021-2022
0.83,0.86875,0.8705606943017015,0.7778936621838988,0.5,0.873015873015873,0.6358381502890174,0.9783783783783784,0.86810551558753,0.9199491740787802,110,16,110,724,CatBoost_ModelA,2,2021-2022
0.84,0.8604166666666667,0.8657645312321571,0.7679502998030175,0.4824561403508772,0.873015873015873,0.6214689265536724,0.9781420765027322,0.8585131894484412,0.9144316730523627,110,16,118,716,CatBoost_ModelA,2,2021-2022
0.85,0.8541666666666666,0.8655361425145598,0.761700437591756,0.4703389830508475,0.8809523809523809,0.6132596685082873,0.9792817679558011,0.8501199040767387,0.9101412066752247,111,15,125,709,CatBoost_ModelA,2,2021-2022
0.86,0.8395833333333333,0.8605115907274181,0.7463611471393572,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.980225988700565,0.8321342925659473,0.9001297016861219,112,14,140,694,CatBoost_ModelA,2,2021-2022
0.87,0.8302083333333333,0.8584846408587417,0.7372552509491084,0.4296577946768061,0.8968253968253969,0.5809768637532133,0.9813486370157819,0.8201438848920863,0.8935336381450033,113,13,150,684,CatBoost_ModelA,2,2021-2022
0.88,0.815625,0.8534600890715999,0.7230656398973231,0.40860215053763443,0.9047619047619048,0.562962962962963,0.9823788546255506,0.802158273381295,0.8831683168316832,114,12,165,669,CatBoost_ModelA,2,2021-2022
0.89,0.8072916666666666,0.8520326595866163,0.7156466397150062,0.39792387543252594,0.9126984126984127,0.5542168674698795,0.9836065573770492,0.7913669064748201,0.8770764119601329,115,11,174,660,CatBoost_ModelA,2,2021-2022
0.9,0.796875,0.8494061893342468,0.7063580079402552,0.3853820598006645,0.9206349206349206,0.5433255269320844,0.9848254931714719,0.7781774580335732,0.869390488948426,116,10,185,649,CatBoost_ModelA,2,2021-2022
0.91,0.78125,0.8404133835788512,0.6914014903348662,0.3670886075949367,0.9206349206349206,0.5248868778280543,0.984472049689441,0.7601918465227818,0.857916102841678,116,10,200,634,CatBoost_ModelA,2,2021-2022
0.92,0.753125,0.8309638003882609,0.6675778858643164,0.3400576368876081,0.9365079365079365,0.4989429175475687,0.9869494290375204,0.7254196642685852,0.8362128541810643,118,8,229,605,CatBoost_ModelA,2,2021-2022
0.93,0.7302083333333333,0.8245118191161356,0.6493479569977393,0.32171581769436997,0.9523809523809523,0.48096192384769537,0.989778534923339,0.6966426858513189,0.8177339901477833,120,6,253,581,CatBoost_ModelA,2,2021-2022
0.94,0.7,0.8104944615735983,0.6247047644902946,0.2995049504950495,0.9603174603174603,0.45660377358490567,0.9910071942446043,0.6606714628297362,0.7928057553956834,121,5,283,551,CatBoost_ModelA,2,2021-2022
0.95,0.6572916666666667,0.7926515930113052,0.5916082107645062,0.2739420935412027,0.9761904761904762,0.42782608695652175,0.9941291585127201,0.6091127098321343,0.7553903345724907,123,3,326,508,CatBoost_ModelA,2,2021-2022
0.2,0.8436830835117773,0.5346137367345594,0.5225350140056022,0.9166666666666666,0.07051282051282051,0.13095238095238096,0.8427331887201736,0.9987146529562982,0.9141176470588235,11,145,1,777,Logistic_ModelA,3,2022-2023
0.21,0.8458244111349036,0.5410239931448158,0.5340677613801704,0.9285714285714286,0.08333333333333333,0.15294117647058825,0.8445652173913043,0.9987146529562982,0.9151943462897526,13,143,1,777,Logistic_ModelA,3,2022-2023
0.22,0.8458244111349036,0.5435864478280931,0.53894251864853,0.875,0.08974358974358974,0.16279069767441862,0.8453159041394336,0.9974293059125964,0.9150943396226415,14,142,2,776,Logistic_ModelA,3,2022-2023
0.23,0.8490364025695931,0.5532018324434776,0.5555008016201164,0.8947368421052632,0.10897435897435898,0.19428571428571428,0.848087431693989,0.9974293059125964,0.9167158889545186,17,139,2,776,Logistic_ModelA,3,2022-2023
0.24,0.8511777301927195,0.559612088853734,0.5662446919049671,0.9047619047619048,0.12179487179487179,0.21468926553672316,0.8499452354874042,0.9974293059125964,0.9178001182732111,19,137,2,776,Logistic_ModelA,3,2022-2023
0.25,0.8511777301927195,0.559612088853734,0.5662446919049671,0.9047619047619048,0.12179487179487179,0.21468926553672316,0.8499452354874042,0.9974293059125964,0.9178001182732111,19,137,2,776,Logistic_ModelA,3,2022-2023
0.26,0.8533190578158458,0.5660223452639905,0.5767618934214487,0.9130434782608695,0.1346153846153846,0.2346368715083799,0.8518111964873765,0.9974293059125964,0.9188869153345175,21,135,2,776,Logistic_ModelA,3,2022-2023
0.27,0.8554603854389722,0.5724326016742469,0.5870599678398674,0.92,0.14743589743589744,0.2541436464088398,0.8536853685368537,0.9974293059125964,0.919976289270895,23,133,2,776,Logistic_ModelA,3,2022-2023
0.28,0.8554603854389722,0.5724326016742469,0.5870599678398674,0.92,0.14743589743589744,0.2541436464088398,0.8536853685368537,0.9974293059125964,0.919976289270895,23,133,2,776,Logistic_ModelA,3,2022-2023
0.29,0.8586723768736617,0.5820479862896315,0.6021119487762057,0.9285714285714286,0.16666666666666666,0.2826086956521739,0.8565121412803532,0.9974293059125964,0.9216152019002375,26,130,2,776,Logistic_ModelA,3,2022-2023
0.3,0.860813704496788,0.5884582426998879,0.6118931635405879,0.9333333333333333,0.1794871794871795,0.3010752688172043,0.8584070796460177,0.9974293059125964,0.9227110582639715,28,128,2,776,Logistic_ModelA,3,2022-2023
0.31,0.8650963597430407,0.6012787555204008,0.6308763565648328,0.9411764705882353,0.20512820512820512,0.3368421052631579,0.8622222222222222,0.9974293059125964,0.9249106078665077,32,124,2,776,Logistic_ModelA,3,2022-2023
0.32,0.8650963597430407,0.6038412102036781,0.6342855011933175,0.9166666666666666,0.21153846153846154,0.34375,0.8630289532293987,0.9961439588688946,0.9248210023866349,33,123,3,775,Logistic_ModelA,3,2022-2023
0.33,0.8650963597430407,0.6038412102036781,0.6342855011933175,0.9166666666666666,0.21153846153846154,0.34375,0.8630289532293987,0.9961439588688946,0.9248210023866349,33,123,3,775,Logistic_ModelA,3,2022-2023
0.34,0.8640256959314775,0.6031985366818271,0.6330740081973552,0.8918918918918919,0.21153846153846154,0.34196891191709844,0.862876254180602,0.9948586118251928,0.924179104477612,33,123,4,774,Logistic_ModelA,3,2022-2023
0.35,0.8661670235546038,0.6096087930920836,0.6421291400370899,0.8974358974358975,0.22435897435897437,0.358974358974359,0.864804469273743,0.9948586118251928,0.9252839210998207,35,121,4,774,Logistic_ModelA,3,2022-2023
0.36,0.8683083511777302,0.61601904950234,0.6510129500861213,0.9024390243902439,0.23717948717948717,0.3756345177664975,0.8667413213885778,0.9948586118251928,0.926391382405745,37,119,4,774,Logistic_ModelA,3,2022-2023
0.37,0.8693790149892934,0.6243490870740228,0.6614051561218547,0.8695652173913043,0.2564102564102564,0.39603960396039606,0.8693693693693694,0.9922879177377892,0.9267707082833133,40,116,6,772,Logistic_ModelA,3,2022-2023
0.38,0.8704496788008566,0.627554215279151,0.6656341070134174,0.8723404255319149,0.26282051282051283,0.4039408866995074,0.8703494926719278,0.9922879177377892,0.9273273273273274,41,115,6,772,Logistic_ModelA,3,2022-2023
0.39,0.8725910064239829,0.6339644716894075,0.6739773843920038,0.8775510204081632,0.27564102564102566,0.4195121951219512,0.8723163841807909,0.9922879177377892,0.9284425736620565,43,113,6,772,Logistic_ModelA,3,2022-2023
0.4,0.8747323340471093,0.6403747280996639,0.6821715572075492,0.8823529411764706,0.28846153846153844,0.43478260869565216,0.8742921857304643,0.9922879177377892,0.9295605057194462,45,111,6,772,Logistic_ModelA,3,2022-2023
0.41,0.8747323340471093,0.6429371827829411,0.6848334876316222,0.8679245283018868,0.2948717948717949,0.44019138755980863,0.8751418842224744,0.9910025706940874,0.9294755877034359,46,110,7,771,Logistic_ModelA,3,2022-2023
0.42,0.8747323340471093,0.6454996374662184,0.687444047513493,0.8545454545454545,0.30128205128205127,0.44549763033175355,0.875995449374289,0.9897172236503856,0.9293904646952323,47,109,8,770,Logistic_ModelA,3,2022-2023
0.43,0.8747323340471093,0.6531870015160504,0.694981675677637,0.819672131147541,0.32051282051282054,0.4608294930875576,0.8785796105383734,0.9858611825192802,0.9291338582677166,50,106,11,767,Logistic_ModelA,3,2022-2023
0.44,0.8747323340471093,0.6557494561993277,0.6974006662402286,0.8095238095238095,0.3269230769230769,0.4657534246575342,0.8794489092996556,0.9845758354755784,0.929047907822923,51,105,12,766,Logistic_ModelA,3,2022-2023
0.45,0.8747323340471093,0.6608743655658823,0.7021058514045825,0.7910447761194029,0.33974358974358976,0.47533632286995514,0.881199538638985,0.9820051413881749,0.9288753799392098,53,103,14,764,Logistic_ModelA,3,2022-2023
0.46,0.8736616702355461,0.6602316920440314,0.7007190649982621,0.7794117647058824,0.33974358974358976,0.4732142857142857,0.8810623556581986,0.980719794344473,0.9282238442822385,53,103,15,763,Logistic_ModelA,3,2022-2023
0.47,0.8747323340471093,0.6685617296157141,0.7088489892921181,0.7671232876712328,0.358974358974359,0.4890829694323144,0.883855981416957,0.9781491002570694,0.9286150091519219,56,100,17,761,Logistic_ModelA,3,2022-2023
0.48,0.8725910064239829,0.6698388372552897,0.7082437558241788,0.7402597402597403,0.36538461538461536,0.4892703862660944,0.8844807467911319,0.974293059125964,0.927217125382263,57,99,20,758,Logistic_ModelA,3,2022-2023
0.49,0.8747323340471093,0.6788115483488234,0.717296991051541,0.7407407407407407,0.38461538461538464,0.5063291139240507,0.8874560375146542,0.9730077120822622,0.9282648681790313,60,96,21,757,Logistic_ModelA,3,2022-2023
0.5,0.8758029978586723,0.6871415859205062,0.7246602218088296,0.7325581395348837,0.40384615384615385,0.5206611570247934,0.8903301886792453,0.9704370179948586,0.9286592865928659,63,93,23,755,Logistic_ModelA,3,2022-2023
0.51,0.8747323340471093,0.6864989123986553,0.7232592592592593,0.7241379310344828,0.40384615384615385,0.5185185185185185,0.8902007083825265,0.9691516709511568,0.928,63,93,24,754,Logistic_ModelA,3,2022-2023
0.52,0.8747323340471093,0.69162382176521,0.7270690606837884,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.8920521945432978,0.9665809768637532,0.9278223318938926,65,91,26,752,Logistic_ModelA,3,2022-2023
0.53,0.8768736616702355,0.7057214422252983,0.7388619427932364,0.7070707070707071,0.44871794871794873,0.5490196078431373,0.8970059880239521,0.9627249357326478,0.9287042777433354,70,86,29,749,Logistic_ModelA,3,2022-2023
0.54,0.8768736616702355,0.7057214422252983,0.7388619427932364,0.7070707070707071,0.44871794871794873,0.5490196078431373,0.8970059880239521,0.9627249357326478,0.9287042777433354,70,86,29,749,Logistic_ModelA,3,2022-2023
0.55,0.8758029978586723,0.7076412233867246,0.7391689537291155,0.696078431372549,0.4551282051282051,0.5503875968992248,0.8978365384615384,0.9601542416452442,0.9279503105590062,71,85,31,747,Logistic_ModelA,3,2022-2023
0.56,0.8758029978586723,0.7127661327532793,0.7425113838373276,0.6886792452830188,0.46794871794871795,0.5572519083969466,0.8997584541062802,0.9575835475578406,0.9277708592777086,73,83,33,745,Logistic_ModelA,3,2022-2023
0.57,0.8736616702355461,0.7140432403928547,0.7413665249265486,0.6727272727272727,0.47435897435897434,0.556390977443609,0.9004854368932039,0.9537275064267352,0.9263420724094882,74,82,36,742,Logistic_ModelA,3,2022-2023
0.58,0.8779443254817987,0.7268637532133676,0.7532193019051592,0.6842105263157895,0.5,0.5777777777777777,0.9048780487804878,0.9537275064267352,0.9286608260325406,78,78,36,742,Logistic_ModelA,3,2022-2023
0.59,0.8779443254817987,0.7294262078966449,0.7547268907563025,0.6810344827586207,0.5064102564102564,0.5808823529411765,0.9058679706601467,0.9524421593830334,0.9285714285714286,79,77,37,741,Logistic_ModelA,3,2022-2023
0.6,0.8822269807280514,0.744809175400435,0.7675670784127415,0.6885245901639344,0.5384615384615384,0.60431654676259,0.9113300492610837,0.9511568123393316,0.9308176100628931,84,72,38,740,Logistic_ModelA,3,2022-2023
0.61,0.8832976445396146,0.7531392129721179,0.7730356366554827,0.6850393700787402,0.5576923076923077,0.6148409893992933,0.9144981412639405,0.9485861182519281,0.931230283911672,87,69,40,738,Logistic_ModelA,3,2022-2023
0.62,0.8811563169164882,0.7544163206116934,0.7715158447328577,0.6717557251908397,0.5641025641025641,0.6132404181184669,0.9153175591531756,0.9447300771208226,0.9297912713472486,88,68,43,735,Logistic_ModelA,3,2022-2023
0.63,0.8790149892933619,0.7556934282512688,0.7700144037898746,0.6592592592592592,0.5705128205128205,0.6116838487972509,0.9161451814768461,0.9408740359897172,0.9283449587824985,89,67,46,732,Logistic_ModelA,3,2022-2023
0.64,0.8790149892933619,0.7608183376178235,0.7725559494434687,0.6546762589928058,0.5833333333333334,0.6169491525423729,0.9182389937106918,0.9383033419023136,0.9281627463445645,91,65,48,730,Logistic_ModelA,3,2022-2023
0.65,0.8768736616702355,0.7620954452573989,0.771044761484532,0.6433566433566433,0.5897435897435898,0.6153846153846154,0.9190897597977244,0.9344473007712082,0.9267049075844487,92,64,51,727,Logistic_ModelA,3,2022-2023
0.66,0.8758029978586723,0.7665776811021027,0.7721261273388074,0.6351351351351351,0.6025641025641025,0.618421052631579,0.9211195928753181,0.9305912596401028,0.9258312020460358,94,62,54,724,Logistic_ModelA,3,2022-2023
0.67,0.8725910064239829,0.7723370245863819,0.7716404877597773,0.6178343949044586,0.6217948717948718,0.6198083067092651,0.924066924066924,0.922879177377892,0.9234726688102894,97,59,60,718,Logistic_ModelA,3,2022-2023
0.68,0.8683083511777302,0.7697663304989784,0.766341853327557,0.6024844720496895,0.6217948717948718,0.61198738170347,0.9236739974126779,0.9177377892030848,0.9206963249516441,97,59,64,714,Logistic_ModelA,3,2022-2023
0.69,0.867237687366167,0.7716861116604048,0.7661983204134367,0.5975609756097561,0.6282051282051282,0.6125,0.9246753246753247,0.9151670951156813,0.9198966408268734,98,58,66,712,Logistic_ModelA,3,2022-2023
0.7,0.8650963597430407,0.7729632192999802,0.7647524467472655,0.5892857142857143,0.6346153846153846,0.6111111111111112,0.9255874673629243,0.9113110539845758,0.9183937823834197,99,57,69,709,Logistic_ModelA,3,2022-2023
0.71,0.8661670235546038,0.7812932568716631,0.7694196089119567,0.5895953757225434,0.6538461538461539,0.6200607902735562,0.9290407358738502,0.9087403598971723,0.9187784275503573,102,54,71,707,Logistic_ModelA,3,2022-2023
0.72,0.8661670235546038,0.7864181662382177,0.7715956999344622,0.5875706214689266,0.6666666666666666,0.6246246246246246,0.9313077939233818,0.9061696658097687,0.9185667752442996,104,52,73,705,Logistic_ModelA,3,2022-2023
0.73,0.860813704496788,0.7883297079955178,0.7673465008085965,0.5698924731182796,0.6794871794871795,0.6198830409356725,0.9331550802139037,0.897172236503856,0.9148099606815203,106,50,80,698,Logistic_ModelA,3,2022-2023
0.74,0.8597430406852249,0.7928119438402215,0.768175419250569,0.5654450261780105,0.6923076923076923,0.622478386167147,0.9353970390309556,0.8933161953727506,0.9138724523339908,108,48,83,695,Logistic_ModelA,3,2022-2023
0.75,0.8511777301927195,0.7876705556654142,0.7582901240888822,0.542713567839196,0.6923076923076923,0.6084507042253521,0.9346938775510204,0.8830334190231363,0.9081295439524124,108,48,91,687,Logistic_ModelA,3,2022-2023
0.76,0.8501070663811563,0.7947152461933953,0.7601490905622446,0.5388349514563107,0.7115384615384616,0.6132596685082873,0.9381868131868132,0.877892030848329,0.9070385126162018,111,45,95,683,Logistic_ModelA,3,2022-2023
0.77,0.8436830835117773,0.7908592050622899,0.752963768115942,0.5235849056603774,0.7115384615384616,0.6032608695652174,0.9376731301939059,0.8701799485861182,0.9026666666666666,111,45,101,677,Logistic_ModelA,3,2022-2023
0.78,0.8404710920770878,0.7914936391800145,0.7504353205950128,0.5161290322580645,0.717948717948718,0.6005361930294906,0.9386331938633193,0.8650385604113111,0.9003344481605351,112,44,105,673,Logistic_ModelA,3,2022-2023
0.79,0.841541755888651,0.79726122206842,0.7535936341338201,0.5181818181818182,0.7307692307692307,0.6063829787234043,0.9411764705882353,0.8637532133676092,0.900804289544236,114,42,106,672,Logistic_ModelA,3,2022-2023
0.8,0.8372591006423983,0.8023778920308483,0.7518267570081042,0.508695652173913,0.75,0.6062176165803109,0.9446022727272727,0.8547557840616966,0.8974358974358975,117,39,113,665,Logistic_ModelA,3,2022-2023
0.81,0.8340471092077087,0.8030123261485729,0.7493190558729158,0.502127659574468,0.7564102564102564,0.6035805626598465,0.9456366237482118,0.8496143958868895,0.8950575490859851,118,38,117,661,Logistic_ModelA,3,2022-2023
0.82,0.8265524625267666,0.7985136114956166,0.741380371243975,0.48760330578512395,0.7564102564102564,0.592964824120603,0.9450867052023122,0.8406169665809768,0.889795918367347,118,38,124,654,Logistic_ModelA,3,2022-2023
