threshold,accuracy,balanced_accuracy,macro_f1,exit_precision,exit_recall,exit_f1,presence_precision,presence_recall,presence_f1,tn,fp,fn,tp,model,fold,outer_val_season
0.57,0.9146608315098468,0.7971557489323986,0.8116061518947202,0.7142857142857143,0.6349206349206349,0.6722689075630253,0.942643391521197,0.9593908629441624,0.9509433962264151,80,46,32,756,CatBoost_ModelA,1,2020-2021
0.58,0.9146608315098468,0.8004894851341552,0.81294080604534,0.7105263157894737,0.6428571428571429,0.675,0.94375,0.9581218274111675,0.9508816120906801,81,45,33,755,CatBoost_ModelA,1,2020-2021
0.59,0.9179431072210066,0.812394247038917,0.8220197063519881,0.717948717948718,0.6666666666666666,0.691358024691358,0.9473023839397742,0.9581218274111675,0.9526813880126183,84,42,33,755,CatBoost_ModelA,1,2020-2021
0.6,0.9190371991247265,0.8196962372089276,0.8262053796264891,0.7166666666666667,0.6825396825396826,0.6991869918699187,0.9496221662468514,0.9568527918781726,0.9532237673830595,86,40,34,754,CatBoost_ModelA,1,2020-2021
0.61,0.9190371991247265,0.8263637096124405,0.828552598225602,0.7096774193548387,0.6984126984126984,0.704,0.9518987341772152,0.9543147208121827,0.9531051964512041,88,38,36,752,CatBoost_ModelA,1,2020-2021
0.62,0.9168490153172867,0.8250946740794456,0.8250946740794456,0.6984126984126984,0.6984126984126984,0.6984126984126984,0.9517766497461929,0.9517766497461929,0.9517766497461929,88,38,38,750,CatBoost_ModelA,1,2020-2021
0.63,0.9179431072210066,0.8323966642494561,0.829101379903519,0.6976744186046512,0.7142857142857143,0.7058823529411765,0.954140127388535,0.950507614213198,0.9523204068658614,90,36,39,749,CatBoost_ModelA,1,2020-2021
0.64,0.9168490153172867,0.8317621464829587,0.8273894720101781,0.6923076923076923,0.7142857142857143,0.703125,0.9540816326530612,0.949238578680203,0.9516539440203562,90,36,40,748,CatBoost_ModelA,1,2020-2021
0.65,0.9179431072210066,0.8357304004512126,0.8302154567092759,0.6946564885496184,0.7222222222222222,0.708171206225681,0.9553001277139208,0.949238578680203,0.9522597071928708,91,35,40,748,CatBoost_ModelA,1,2020-2021
0.66,0.9179431072210066,0.8390641366529692,0.8313117815985884,0.6917293233082706,0.7301587301587301,0.7104247104247104,0.9564660691421255,0.9479695431472082,0.9521988527724665,92,34,41,747,CatBoost_ModelA,1,2020-2021
0.67,0.9179431072210066,0.8390641366529692,0.8313117815985884,0.6917293233082706,0.7301587301587301,0.7104247104247104,0.9564660691421255,0.9479695431472082,0.9521988527724665,92,34,41,747,CatBoost_ModelA,1,2020-2021
0.68,0.9157549234135668,0.8377951011199742,0.8279211808688296,0.6814814814814815,0.7301587301587301,0.7049808429118773,0.9563543003851092,0.9454314720812182,0.9508615188257817,92,34,43,745,CatBoost_ModelA,1,2020-2021
0.69,0.9135667396061269,0.8398598017887358,0.8256714832385712,0.6690647482014388,0.7380952380952381,0.7018867924528301,0.9574193548387097,0.9416243654822335,0.9494561740243123,93,33,46,742,CatBoost_ModelA,1,2020-2021
0.7,0.9135667396061269,0.8431935379904922,0.8267556329731973,0.6666666666666666,0.746031746031746,0.704119850187266,0.9586028460543338,0.9403553299492385,0.9493914157591288,94,32,47,741,CatBoost_ModelA,1,2020-2021
0.71,0.9102844638949672,0.8412899846909999,0.8218323586744639,0.6527777777777778,0.746031746031746,0.6962962962962963,0.9584415584415584,0.9365482233502538,0.9473684210526315,94,32,50,738,CatBoost_ModelA,1,2020-2021
0.72,0.9059080962800875,0.8387519136250101,0.8153951657601293,0.6351351351351351,0.746031746031746,0.6861313868613139,0.95822454308094,0.9314720812182741,0.9446589446589446,94,32,54,734,CatBoost_ModelA,1,2020-2021
0.73,0.9026258205689278,0.8401820965272742,0.8117735803651795,0.6209150326797386,0.753968253968254,0.6810035842293907,0.9592641261498029,0.9263959390862944,0.9425435765009683,95,31,58,730,CatBoost_ModelA,1,2020-2021
0.74,0.8971553610503282,0.8403432438965434,0.8051844394256846,0.6,0.7619047619047619,0.6713286713286714,0.9602122015915119,0.9187817258883249,0.9390402075226978,96,30,64,724,CatBoost_ModelA,1,2020-2021
0.75,0.8949671772428884,0.8390742083635485,0.8021645021645021,0.5925925925925926,0.7619047619047619,0.6666666666666666,0.9601063829787234,0.916243654822335,0.9376623376623376,96,30,66,722,CatBoost_ModelA,1,2020-2021
0.76,0.8916849015317286,0.8371706550640561,0.797691311900945,0.5818181818181818,0.7619047619047619,0.6597938144329897,0.9599465954606141,0.9124365482233503,0.9355888093689004,96,30,69,719,CatBoost_ModelA,1,2020-2021
0.77,0.8894967177242888,0.8425690919345742,0.7969813528272052,0.5730994152046783,0.7777777777777778,0.6599326599326599,0.9623149394347241,0.9073604060913706,0.9340300457217505,98,28,73,715,CatBoost_ModelA,1,2020-2021
0.78,0.8818380743982495,0.838127467569092,0.7869353501864899,0.550561797752809,0.7777777777777778,0.6447368421052632,0.9619565217391305,0.8984771573604061,0.9291338582677166,98,28,80,708,CatBoost_ModelA,1,2020-2021
0.79,0.8818380743982495,0.8447949399726049,0.789149008885851,0.5494505494505495,0.7936507936507936,0.6493506493506493,0.9644808743169399,0.8959390862944162,0.9289473684210526,100,26,82,706,CatBoost_ModelA,1,2020-2021
0.8,0.8807439824945296,0.8508278946096205,0.7899049968894654,0.5454545454545454,0.8095238095238095,0.6517571884984026,0.9669876203576341,0.8921319796954315,0.928052805280528,102,24,85,703,CatBoost_ModelA,1,2020-2021
0.81,0.8763676148796499,0.8482898235436307,0.784374106186598,0.5340314136125655,0.8095238095238095,0.6435331230283912,0.966804979253112,0.8870558375634517,0.9252150893448048,102,24,89,699,CatBoost_ModelA,1,2020-2021
0.82,0.8708971553610503,0.8484509709128998,0.7786725111636459,0.5202020202020202,0.8174603174603174,0.6358024691358025,0.9678770949720671,0.8794416243654822,0.9215425531914894,103,23,95,693,CatBoost_ModelA,1,2020-2021
0.83,0.8708971553610503,0.8584521795181694,0.7818262734150585,0.5196078431372549,0.8412698412698413,0.6424242424242425,0.971830985915493,0.8756345177664975,0.9212283044058746,106,20,98,690,CatBoost_ModelA,1,2020-2021
0.84,0.8654266958424508,0.855279590685682,0.7752256800391879,0.507177033492823,0.8412698412698413,0.6328358208955224,0.9716312056737588,0.8692893401015228,0.9176155391828533,106,20,103,685,CatBoost_ModelA,1,2020-2021
0.85,0.8588621444201313,0.8548062202884538,0.7685190093353358,0.4930875576036866,0.8492063492063492,0.6239067055393586,0.9727403156384505,0.8604060913705583,0.9131313131313131,107,19,110,678,CatBoost_ModelA,1,2020-2021
0.86,0.8424507658643327,0.8452884537909919,0.7499030897275112,0.46120689655172414,0.8492063492063492,0.5977653631284916,0.9721407624633431,0.8413705583756346,0.9020408163265307,107,19,125,663,CatBoost_ModelA,1,2020-2021
0.87,0.8326039387308534,0.8462452662960278,0.7412953915200713,0.4448979591836735,0.8650793650793651,0.5876010781671159,0.9745889387144993,0.8274111675126904,0.8949897048730268,109,17,136,652,CatBoost_ModelA,1,2020-2021
0.88,0.8183807439824945,0.8379965353315607,0.7263749422899354,0.42248062015503873,0.8650793650793651,0.5677083333333334,0.9740853658536586,0.8109137055837563,0.8850415512465374,109,17,149,639,CatBoost_ModelA,1,2020-2021
0.89,0.8008752735229759,0.8278442510676014,0.7087745098039215,0.3978102189781022,0.8650793650793651,0.545,0.9734375,0.7906091370558376,0.8725490196078431,109,17,165,623,CatBoost_ModelA,1,2020-2021
0.9,0.7964989059080962,0.8386411248086375,0.7085938785584993,0.3951048951048951,0.8968253968253969,0.5485436893203883,0.9792993630573248,0.7804568527918782,0.8686440677966102,113,13,173,615,CatBoost_ModelA,1,2020-2021
0.91,0.7702407002188184,0.8300801708162114,0.6857152213780455,0.3662420382165605,0.9126984126984127,0.5227272727272727,0.9816666666666667,0.7474619289340102,0.8487031700288185,115,11,199,589,CatBoost_ModelA,1,2020-2021
0.92,0.7319474835886215,0.8145395213923132,0.6534508667210382,0.3314447592067989,0.9285714285714286,0.48851774530271397,0.983957219251337,0.700507614213198,0.8183839881393625,117,9,236,552,CatBoost_ModelA,1,2020-2021
0.93,0.6816192560175055,0.7886854403351865,0.6120718699817831,0.2942643391521197,0.9365079365079365,0.4478178368121442,0.9844054580896686,0.6408629441624365,0.776325903151422,118,8,283,505,CatBoost_ModelA,1,2020-2021
0.94,0.6280087527352297,0.7609278059785674,0.5698823529411765,0.26327433628318586,0.9444444444444444,0.4117647058823529,0.9848484848484849,0.5774111675126904,0.728,119,7,333,455,CatBoost_ModelA,1,2020-2021
0.95,0.5601750547045952,0.7282551768592378,0.5181246852442505,0.2335907335907336,0.9603174603174603,0.37577639751552794,0.9873737373737373,0.49619289340101524,0.660472972972973,121,5,397,391,CatBoost_ModelA,1,2020-2021
0.2,0.8791666666666667,0.5464200068516616,0.5531300160513644,0.8571428571428571,0.09523809523809523,0.17142857142857143,0.879492600422833,0.9976019184652278,0.9348314606741573,12,114,2,832,Logistic_ModelA,2,2021-2022
0.21,0.8802083333333334,0.5503882608199155,0.559877052611436,0.8666666666666667,0.10317460317460317,0.18439716312056736,0.8804232804232804,0.9976019184652278,0.9353569421023047,13,113,2,832,Logistic_ModelA,2,2021-2022
0.22,0.8802083333333334,0.5503882608199155,0.559877052611436,0.8666666666666667,0.10317460317460317,0.18439716312056736,0.8804232804232804,0.9976019184652278,0.9353569421023047,13,113,2,832,Logistic_ModelA,2,2021-2022
0.23,0.8822916666666667,0.5583247687564235,0.5730999445124374,0.8823529411764706,0.11904761904761904,0.2097902097902098,0.8822905620360552,0.9976019184652278,0.9364096792346651,15,111,2,832,Logistic_ModelA,2,2021-2022
0.24,0.8833333333333333,0.5622930227246774,0.5795795795795795,0.8888888888888888,0.12698412698412698,0.2222222222222222,0.8832271762208068,0.9976019184652278,0.9369369369369369,16,110,2,832,Logistic_ModelA,2,2021-2022
0.25,0.8875,0.5781660385976932,0.604661094503081,0.9090909090909091,0.15873015873015872,0.2702702702702703,0.8869936034115139,0.9976019184652278,0.9390519187358917,20,106,2,832,Logistic_ModelA,2,2021-2022
0.26,0.8885416666666667,0.5821342925659473,0.6107306758021669,0.9130434782608695,0.16666666666666666,0.28187919463087246,0.887940234791889,0.9976019184652278,0.9395821569734614,21,105,2,832,Logistic_ModelA,2,2021-2022
0.27,0.890625,0.5900708005024552,0.6226400967359117,0.92,0.18253968253968253,0.304635761589404,0.8898395721925134,0.9976019184652278,0.9406444318824194,23,103,2,832,Logistic_ModelA,2,2021-2022
0.28,0.8916666666666667,0.5940390544707091,0.6284829721362228,0.9230769230769231,0.19047619047619047,0.3157894736842105,0.8907922912205567,0.9976019184652278,0.9411764705882353,24,102,2,832,Logistic_ModelA,2,2021-2022
0.29,0.8927083333333333,0.5980073084389631,0.6342532485546567,0.9259259259259259,0.1984126984126984,0.32679738562091504,0.8917470525187567,0.9976019184652278,0.9417091114883984,25,101,2,832,Logistic_ModelA,2,2021-2022
0.3,0.8958333333333334,0.6099120703437251,0.6511425082853655,0.9333333333333333,0.2222222222222222,0.358974358974359,0.8946236559139785,0.9976019184652278,0.9433106575963719,28,98,2,832,Logistic_ModelA,2,2021-2022
0.31,0.8958333333333334,0.6166495375128469,0.6590909090909092,0.8823529411764706,0.23809523809523808,0.375,0.896328293736501,0.9952038369304557,0.9431818181818182,30,96,4,830,Logistic_ModelA,2,2021-2022
0.32,0.8958333333333334,0.6166495375128469,0.6590909090909092,0.8823529411764706,0.23809523809523808,0.375,0.896328293736501,0.9952038369304557,0.9431818181818182,30,96,4,830,Logistic_ModelA,2,2021-2022
0.33,0.8989583333333333,0.6285542994176088,0.674850117496709,0.8918918918918919,0.2619047619047619,0.4049079754601227,0.8992416034669556,0.9952038369304557,0.9447922595332954,33,93,4,830,Logistic_ModelA,2,2021-2022
0.34,0.9010416666666666,0.6364908073541167,0.685055685055685,0.8974358974358975,0.2777777777777778,0.42424242424242425,0.9011943539630836,0.9952038369304557,0.9458689458689459,35,91,4,830,Logistic_ModelA,2,2021-2022
0.35,0.9041666666666667,0.6517643028434396,0.7031260504201681,0.8863636363636364,0.30952380952380953,0.4588235294117647,0.9050218340611353,0.9940047961630696,0.9474285714285714,39,87,5,829,Logistic_ModelA,2,2021-2022
0.36,0.9072916666666667,0.6670377983327624,0.7202128530495293,0.8775510204081632,0.3412698412698413,0.49142857142857144,0.9088913282107574,0.9928057553956835,0.9489971346704871,43,83,6,828,Logistic_ModelA,2,2021-2022
0.37,0.9072916666666667,0.6670377983327624,0.7202128530495293,0.8775510204081632,0.3412698412698413,0.49142857142857144,0.9088913282107574,0.9928057553956835,0.9489971346704871,43,83,6,828,Logistic_ModelA,2,2021-2022
0.38,0.9104166666666667,0.6789425602375243,0.7337426953392072,0.8846153846153846,0.36507936507936506,0.5168539325842697,0.9118942731277533,0.9928057553956835,0.9506314580941446,46,80,6,828,Logistic_ModelA,2,2021-2022
0.39,0.9125,0.6902478017585931,0.7450650615207577,0.875,0.3888888888888889,0.5384615384615384,0.9148230088495575,0.9916067146282974,0.9516685845799769,49,77,7,827,Logistic_ModelA,2,2021-2022
0.4,0.9125,0.693616535343154,0.7475455820476858,0.8620689655172413,0.3968253968253968,0.5434782608695652,0.9157427937915743,0.9904076738609112,0.9516129032258065,50,76,8,826,Logistic_ModelA,2,2021-2022
0.41,0.9125,0.7003540025122759,0.7523463220480566,0.8387096774193549,0.4126984126984127,0.5531914893617021,0.9175946547884187,0.988009592326139,0.9515011547344111,52,74,10,824,Logistic_ModelA,2,2021-2022
0.42,0.9135416666666667,0.7043222564805298,0.7564486992563249,0.8412698412698413,0.42063492063492064,0.5608465608465608,0.9186176142697882,0.988009592326139,0.952050837666089,53,73,10,824,Logistic_ModelA,2,2021-2022
0.43,0.9145833333333333,0.7082905104487838,0.7605111043504715,0.84375,0.42857142857142855,0.5684210526315789,0.9196428571428571,0.988009592326139,0.9526011560693641,54,72,10,824,Logistic_ModelA,2,2021-2022
0.44,0.9125,0.7104602032659586,0.7591714350563248,0.8088235294117647,0.4365079365079365,0.5670103092783505,0.9204035874439462,0.9844124700239808,0.951332560834299,55,71,13,821,Logistic_ModelA,2,2021-2022
0.45,0.9104166666666667,0.7092611624985725,0.7556702495383304,0.7857142857142857,0.4365079365079365,0.5612244897959183,0.9202247191011236,0.9820143884892086,0.9501160092807425,55,71,15,819,Logistic_ModelA,2,2021-2022
0.46,0.9114583333333334,0.7132294164668265,0.7595976796462315,0.7887323943661971,0.4444444444444444,0.5685279187817259,0.9212598425196851,0.9820143884892086,0.950667440510737,56,70,15,819,Logistic_ModelA,2,2021-2022
0.47,0.9145833333333333,0.7285029119561494,0.7731647437153494,0.7894736842105263,0.47619047619047616,0.594059405940594,0.9253393665158371,0.9808153477218226,0.9522700814901047,60,66,16,818,Logistic_ModelA,2,2021-2022
0.48,0.9135416666666667,0.7346408587415781,0.775290405001819,0.7654320987654321,0.49206349206349204,0.5990338164251208,0.9271899886234357,0.9772182254196643,0.9515469935785172,62,64,19,815,Logistic_ModelA,2,2021-2022
0.49,0.9125,0.7340413383578851,0.7735442127965493,0.7560975609756098,0.49206349206349204,0.5961538461538461,0.9271070615034168,0.9760191846522782,0.9509345794392523,62,64,20,814,Logistic_ModelA,2,2021-2022
0.5,0.9135416666666667,0.7413783259107001,0.7790343289914836,0.7529411764705882,0.5079365079365079,0.6066350710900474,0.9291428571428572,0.9748201438848921,0.9514335868929198,64,62,21,813,Logistic_ModelA,2,2021-2022
0.51,0.9125,0.744147539111568,0.77911932596334,0.7386363636363636,0.5158730158730159,0.6074766355140186,0.930045871559633,0.9724220623501199,0.9507620164126612,65,61,23,811,Logistic_ModelA,2,2021-2022
0.52,0.9125,0.7609912070343725,0.7877358490566038,0.7142857142857143,0.5555555555555556,0.625,0.9350348027842227,0.9664268585131894,0.9504716981132075,70,56,28,806,Logistic_ModelA,2,2021-2022
0.53,0.9125,0.7744661413726162,0.7940840006537015,0.6981132075471698,0.5873015873015873,0.6379310344827587,0.9391100702576113,0.9616306954436451,0.9502369668246445,74,52,32,802,Logistic_ModelA,2,2021-2022
0.54,0.9125,0.7744661413726162,0.7940840006537015,0.6981132075471698,0.5873015873015873,0.6379310344827587,0.9391100702576113,0.9616306954436451,0.9502369668246445,74,52,32,802,Logistic_ModelA,2,2021-2022
0.55,0.9135416666666667,0.781803128925431,0.7987751752004546,0.6972477064220184,0.6031746031746031,0.6468085106382979,0.9412455934195064,0.960431654676259,0.9507418397626113,76,50,33,801,Logistic_ModelA,2,2021-2022
0.56,0.9125,0.7879410757108599,0.8,0.6842105263157895,0.6190476190476191,0.65,0.9432624113475178,0.9568345323741008,0.95,78,48,36,798,Logistic_ModelA,2,2021-2022
0.57,0.9104166666666667,0.7867420349434737,0.7966883046523311,0.6724137931034483,0.6190476190476191,0.6446280991735537,0.943127962085308,0.9544364508393285,0.9487485101311085,78,48,38,796,Logistic_ModelA,2,2021-2022
0.58,0.9083333333333333,0.7889117277606486,0.7948538625171198,0.6583333333333333,0.626984126984127,0.6422764227642277,0.944047619047619,0.9508393285371702,0.9474313022700119,79,47,41,793,Logistic_ModelA,2,2021-2022
0.59,0.9072916666666667,0.7916809409615164,0.7946543805383113,0.6504065040650406,0.6349206349206349,0.642570281124498,0.945041816009558,0.9484412470023981,0.9467384799521245,80,46,43,791,Logistic_ModelA,2,2021-2022
0.6,0.9052083333333333,0.7972193673632523,0.794241300123653,0.6356589147286822,0.6507936507936508,0.6431372549019608,0.9470517448856799,0.9436450839328537,0.9453453453453453,82,44,47,787,Logistic_ModelA,2,2021-2022
0.61,0.9052083333333333,0.8005881009478132,0.7955970060202484,0.6335877862595419,0.6587301587301587,0.6459143968871596,0.9481302774427021,0.9424460431654677,0.9452796151533374,83,43,48,786,Logistic_ModelA,2,2021-2022
0.62,0.9041666666666667,0.7999885805641201,0.7940279293650128,0.6287878787878788,0.6587301587301587,0.6434108527131783,0.9480676328502415,0.9412470023980816,0.9446450060168472,83,43,49,785,Logistic_ModelA,2,2021-2022
0.63,0.9020833333333333,0.802158273381295,0.7922632805090286,0.6176470588235294,0.6666666666666666,0.6412213740458015,0.9490291262135923,0.9376498800959233,0.9433051869722557,84,42,52,782,Logistic_ModelA,2,2021-2022
0.64,0.9010416666666666,0.8082962201667238,0.7933617460932455,0.6099290780141844,0.6825396825396826,0.6441947565543071,0.9511599511599511,0.934052757793765,0.9425287356321839,86,40,55,779,Logistic_ModelA,2,2021-2022
0.65,0.8958333333333334,0.8052986182482585,0.7858366647629926,0.589041095890411,0.6825396825396826,0.6323529411764706,0.9508599508599509,0.9280575539568345,0.9393203883495146,86,40,60,774,Logistic_ModelA,2,2021-2022
0.66,0.8927083333333333,0.8102375242663012,0.7840288835158211,0.5751633986928104,0.6984126984126984,0.6308243727598566,0.952912019826518,0.9220623501199041,0.9372333942717855,88,38,65,769,Logistic_ModelA,2,2021-2022
0.67,0.8854166666666666,0.8094096151650109,0.7753267973856209,0.5493827160493827,0.7063492063492064,0.6180555555555556,0.9536340852130326,0.9124700239808153,0.9325980392156863,89,37,73,761,Logistic_ModelA,2,2021-2022
0.68,0.8864583333333333,0.8234840698869477,0.7817157757496741,0.5502958579881657,0.7380952380952381,0.6305084745762712,0.9582806573957017,0.9088729016786571,0.932923076923077,93,33,76,758,Logistic_ModelA,2,2021-2022
0.69,0.884375,0.8290224962886834,0.7813341979278461,0.5428571428571428,0.753968253968254,0.6312292358803987,0.9605095541401274,0.9040767386091128,0.9314391599752934,95,31,80,754,Logistic_ModelA,2,2021-2022
0.7,0.884375,0.8391286970423661,0.7848103055184767,0.5414364640883977,0.7777777777777778,0.6384364820846905,0.9640564826700898,0.9004796163069544,0.9311841289522629,98,28,83,751,Logistic_ModelA,2,2021-2022
0.71,0.8833333333333333,0.8452666438277949,0.7856869498660544,0.5376344086021505,0.7936507936507936,0.6410256410256411,0.9664082687338501,0.8968824940047961,0.9303482587064676,100,26,86,748,Logistic_ModelA,2,2021-2022
0.72,0.88125,0.8474363366449698,0.7840840935635595,0.531578947368421,0.8015873015873016,0.6392405063291139,0.9675324675324676,0.8932853717026379,0.928927680798005,101,25,89,745,Logistic_ModelA,2,2021-2022
0.73,0.8770833333333333,0.8517757222793194,0.7809338160215353,0.5202020202020202,0.8174603174603174,0.6358024691358025,0.9698162729658792,0.8860911270983214,0.9260651629072681,103,23,95,739,Logistic_ModelA,2,2021-2022
0.74,0.8708333333333333,0.8481785999771612,0.7731275014293882,0.5049019607843137,0.8174603174603174,0.6242424242424243,0.9695767195767195,0.8788968824940048,0.9220125786163522,103,23,101,733,Logistic_ModelA,2,2021-2022
0.75,0.8625,0.8467511704921777,0.7641102010424423,0.48598130841121495,0.8253968253968254,0.611764705882353,0.9705093833780161,0.86810551558753,0.9164556962025316,104,22,110,724,Logistic_ModelA,2,2021-2022
0.76,0.8552083333333333,0.8459232613908874,0.7566202608525952,0.47085201793721976,0.8333333333333334,0.6017191977077364,0.9715061058344641,0.8585131894484412,0.9115213239974539,105,21,118,716,Logistic_ModelA,2,2021-2022
0.77,0.846875,0.841127098321343,0.7470926950434684,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.9711934156378601,0.8489208633093526,0.9059500959692899,105,21,126,708,Logistic_ModelA,2,2021-2022
0.78,0.8416666666666667,0.8414982299874386,0.7423656035481229,0.44537815126050423,0.8412698412698413,0.5824175824175825,0.9722991689750693,0.841726618705036,0.9023136246786633,106,20,132,702,Logistic_ModelA,2,2021-2022
0.79,0.834375,0.8440390544707091,0.7365436893203883,0.43373493975903615,0.8571428571428571,0.576,0.9746835443037974,0.8309352517985612,0.8970873786407767,108,18,141,693,Logistic_ModelA,2,2021-2022
0.8,0.8302083333333333,0.8450097065204979,0.7331327736079774,0.42745098039215684,0.8650793650793651,0.5721784776902887,0.975886524822695,0.8249400479616307,0.894087069525666,109,17,146,688,Logistic_ModelA,2,2021-2022
0.81,0.821875,0.8402135434509536,0.7243598031429296,0.4144486692015209,0.8650793650793651,0.5604113110539846,0.975609756097561,0.815347721822542,0.8883082952318746,109,17,154,680,Logistic_ModelA,2,2021-2022
0.82,0.8125,0.838186593582277,0.7157894736842105,0.40145985401459855,0.873015873015873,0.55,0.9766763848396501,0.8033573141486811,0.881578947368421,110,16,164,670,Logistic_ModelA,2,2021-2022
0.83,0.8052083333333333,0.8339899508964257,0.7084725174612816,0.3914590747330961,0.873015873015873,0.5405405405405406,0.9764359351988218,0.7949640287769785,0.8764044943820225,110,16,171,663,Logistic_ModelA,2,2021-2022
0.84,0.8020833333333334,0.8355601233299075,0.7064201282480492,0.3881118881118881,0.8809523809523809,0.5388349514563107,0.9777448071216617,0.790167865707434,0.8740053050397878,111,15,175,659,Logistic_ModelA,2,2021-2022
0.85,0.7916666666666666,0.832933653077538,0.6973060236101302,0.37583892617449666,0.8888888888888888,0.5283018867924528,0.9788519637462235,0.7769784172661871,0.8663101604278075,112,14,186,648,Logistic_ModelA,2,2021-2022
0.86,0.78125,0.8303071828251685,0.6884195949454734,0.36451612903225805,0.8968253968253969,0.518348623853211,0.98,0.7637889688249401,0.8584905660377359,113,13,197,637,Logistic_ModelA,2,2021-2022
0.87,0.7708333333333334,0.8310494461573599,0.6807256235827663,0.3549382716049383,0.9126984126984127,0.5111111111111111,0.9827044025157232,0.749400479616307,0.8503401360544217,115,11,209,625,Logistic_ModelA,2,2021-2022
0.88,0.7604166666666666,0.8317917094895513,0.6731716559302766,0.34615384615384615,0.9285714285714286,0.5043103448275862,0.9855305466237942,0.7350119904076738,0.842032967032967,117,9,221,613,Logistic_ModelA,2,2021-2022
0.89,0.7520833333333333,0.8303642800045679,0.6666491587443318,0.3390804597701149,0.9365079365079365,0.4978902953586498,0.9869281045751634,0.7242206235011991,0.8354080221300139,118,8,230,604,Logistic_ModelA,2,2021-2022
0.9,0.7354166666666667,0.8241406874500399,0.652934344469495,0.3251366120218579,0.9444444444444444,0.483739837398374,0.9882154882154882,0.7038369304556354,0.8221288515406162,119,7,247,587,Logistic_ModelA,2,2021-2022
0.91,0.709375,0.8091526778577138,0.6307442879378398,0.30434782608695654,0.9444444444444444,0.46034816247582205,0.9876977152899824,0.6738609112709832,0.8011404133998574,119,7,272,562,Logistic_ModelA,2,2021-2022
0.92,0.6958333333333333,0.8013589128697043,0.6194923306637709,0.29455445544554454,0.9444444444444444,0.4490566037735849,0.987410071942446,0.658273381294964,0.7899280575539568,119,7,285,549,Logistic_ModelA,2,2021-2022
0.93,0.665625,0.7839728217426059,0.5949521489907321,0.2748267898383372,0.9444444444444444,0.4257602862254025,0.9867172675521821,0.6235011990407674,0.7641440117560617,119,7,314,520,Logistic_ModelA,2,2021-2022
0.94,0.6520833333333333,0.7761790567545963,0.584154717685875,0.26681614349775784,0.9444444444444444,0.4160839160839161,0.9863813229571985,0.6079136690647482,0.7522255192878339,119,7,327,507,Logistic_ModelA,2,2021-2022
0.95,0.6239583333333333,0.763360739979445,0.5628211257709226,0.25263157894736843,0.9523809523809523,0.39933444259567386,0.9876288659793815,0.5743405275779376,0.7263078089461713,120,6,355,479,Logistic_ModelA,2,2021-2022
0.2,0.90625,0.6597008107799475,0.7126283859294343,0.8913043478260869,0.3253968253968254,0.47674418604651164,0.9070021881838074,0.9940047961630696,0.948512585812357,41,85,5,829,CatBoost_ModelA,2,2021-2022
0.21,0.9083333333333333,0.6676373187164555,0.7219259785914602,0.8958333333333334,0.3412698412698413,0.4942528735632184,0.9089912280701754,0.9940047961630696,0.9495990836197021,43,83,5,829,CatBoost_ModelA,2,2021-2022
0.22,0.9104166666666667,0.6755738266529634,0.7310258548790659,0.9,0.35714285714285715,0.5113636363636364,0.910989010989011,0.9940047961630696,0.9506880733944955,45,81,5,829,CatBoost_ModelA,2,2021-2022
0.23,0.9104166666666667,0.6755738266529634,0.7310258548790659,0.9,0.35714285714285715,0.5113636363636364,0.910989010989011,0.9940047961630696,0.9506880733944955,45,81,5,829,CatBoost_ModelA,2,2021-2022
0.24,0.9125,0.6835103345894713,0.7399347256801558,0.9038461538461539,0.373015873015873,0.5280898876404494,0.9129955947136564,0.9940047961630696,0.9517795637198623,47,79,5,829,CatBoost_ModelA,2,2021-2022
0.25,0.9145833333333333,0.6914468425259792,0.7486590038314176,0.9074074074074074,0.3888888888888889,0.5444444444444444,0.9150110375275938,0.9940047961630696,0.9528735632183908,49,77,5,829,CatBoost_ModelA,2,2021-2022
0.26,0.9145833333333333,0.6948155761105401,0.7511349410083588,0.8928571428571429,0.3968253968253968,0.5494505494505495,0.915929203539823,0.9928057553956835,0.952819332566168,50,76,6,828,CatBoost_ModelA,2,2021-2022
0.27,0.9145833333333333,0.698184309695101,0.753556401522741,0.8793103448275862,0.40476190476190477,0.5543478260869565,0.9168514412416852,0.9916067146282974,0.9527649769585254,51,75,7,827,CatBoost_ModelA,2,2021-2022
0.28,0.915625,0.702152563663355,0.757738141599813,0.8813559322033898,0.4126984126984127,0.5621621621621622,0.9178690344062154,0.9916067146282974,0.9533141210374639,52,74,7,827,CatBoost_ModelA,2,2021-2022
0.29,0.9166666666666666,0.7094895512161699,0.7641393543314825,0.8709677419354839,0.42857142857142855,0.574468085106383,0.9198218262806236,0.9904076738609112,0.953810623556582,54,72,8,826,CatBoost_ModelA,2,2021-2022
0.3,0.9166666666666666,0.7128582848007308,0.7663522969272893,0.859375,0.4365079365079365,0.5789473684210527,0.9207589285714286,0.9892086330935251,0.953757225433526,55,71,9,825,CatBoost_ModelA,2,2021-2022
0.31,0.91875,0.7207947927372388,0.7743055555555556,0.8636363636363636,0.4523809523809524,0.59375,0.9228187919463087,0.9892086330935251,0.9548611111111112,57,69,9,825,CatBoost_ModelA,2,2021-2022
