metric,original,audited,delta_audited_minus_original
mae_mean,2.3876117463135533,2.3973799589047706,0.009768212591217296
rmse_mean,3.435972078264356,3.444319653754638,0.0083475754902822
r2_mean,0.4581689090133594,0.4572014364414746,-0.0009674725718847865
bias_mean,-0.007529046967924287,-0.01494647474256416,-0.007417427774639874
tenplus_mae_mean,6.3927886520360415,6.431992349047144,0.03920369701110271
fifteenplus_mae_mean,8.635946583650671,8.627917533078964,-0.00802905057170733
twentyplus_mae_mean,10.890875709733528,10.853575480848264,-0.03730022888526463
