model,folds,mae_mean,mae_std,mae_worst,rmse_mean,rmse_std,r2_mean,r2_std,bias_mean,10plus_mae_mean,10plus_bias_mean,15plus_mae_mean,20plus_mae_mean,fit_seconds_mean
Tuned_MLP,4,2.3921622217064034,0.07558630847145897,2.4790924953391245,3.4676262078618327,0.06680143268516509,0.44833034950163947,0.02604574716120471,-0.24978991017905003,6.835175865265541,-6.586923365165937,9.374154413547842,12.009552875848918,19.015754674968775
Tuned_CatBoost,4,2.3978991871705464,0.07585656009671679,2.467645509402066,3.4278834435629753,0.07639469376736281,0.46088311780106217,0.02740738783477308,0.07014237202924799,6.299083798058452,-5.658054072114285,8.463028975666205,10.890803445007148,12.432328074995894
