variant,folds,mae_mean,mae_std,mae_worst,rmse_mean,r2_mean,bias_mean,tenplus_mae_mean,fifteenplus_mae_mean,twentyplus_mae_mean
B_Audited,4,2.3973799589047706,0.08422508745542404,2.4832631673019345,3.444319653754638,0.4572014364414746,-0.01494647474256416,6.431992349047144,8.627917533078964,10.853575480848264
B_Original,4,2.3876117463135533,0.07886522843061979,2.4644862686892743,3.435972078264356,0.4581689090133594,-0.007529046967924287,6.3927886520360415,8.635946583650671,10.890875709733528
