model,baseline_mae,selected_mae,mae_change,mae_improvement_pct,10plus_mae_change,20plus_mae_change,changed_team_mae_change
Fixed_CatBoost,2.398808982040622,2.3826449010222324,-0.01616408101838962,0.6738377728033659,-0.030429600932187384,-0.1958000478685733,-0.034977054308106936
Frozen_07_Tuned_MLP,2.373839396336371,2.45066224208644,0.07682284575006904,-3.2362276011019286,-0.8570745752596514,-1.8291870567661057,0.25329933718682796
