fold,depth,learning_rate,l2_leaf_reg,random_strength,bagging_temperature
1,8,0.02402037397029213,0.06554888754702204,0.00516025329927254,0.3335820376143108
2,5,0.12157277286199462,0.19165468813070394,0.1675159496293046,1.0954440297461379
3,4,0.13840299724396002,5.448674066106132,0.06481750971048783,1.4598196845307594
4,8,0.11211447552021987,7.514798621927339,0.16932875456218882,0.7633826153653365
