player,nation,team,league,season,target_season,position,position_group,age,matched_next,starts,minutes,goals,assists,non_penalty_goals,penalty_goals,penalty_attempts,goals_per90,assists_per90,goal_contrib_per90,next_goals,next_10plus,season_start,target_year,row_id,norm_player,norm_current_team,tm_player_id,match_method,match_confidence,first_big5_game_date,cutoff_date,cutoff_source,timeline_status,confirmed_preseason_event_count,preseason_team_transition_count,selected_event_id,destination_team,destination_league,destination_country,unknown_date_context_event_count_audit,post_cutoff_context_event_count_audit,context_mismatch_pre_event_count_audit,timeline_trace,tr_event_id,tr_transfer_date,tr_from_club,tr_to_club,tr_from_league,tr_to_league,tr_from_country,tr_to_country,tr_transfer_fee_eur,tr_transfer_market_value_eur,tr_is_loan,tr_db_date_match_method,tr_db_match_score,transfer_event_preseason,norm_destination_team,changed_team_preseason,destination_in_big5,same_league_transfer,league_changed,country_changed,is_loan_preseason,transfer_date_preseason,days_since_transfer,transfer_fee_eur,transfer_market_value_eur,transfer_fee_known,transfer_fee_positive,log_transfer_fee,fee_to_transfer_market_value_ratio,mv_preseason_value_eur,mv_preseason_valuation_date,mv_preseason_peak_eur,mv_6m_value_eur,mv_6m_valuation_date,mv_6m_peak_eur,mv_12m_value_eur,mv_12m_valuation_date,mv_12m_peak_eur,market_value_preseason_eur,market_value_source,market_value_known,log_market_value,market_value_6m_eur,market_value_12m_eur,market_value_change_6m_eur,market_value_change_12m_eur,market_value_growth_6m,market_value_growth_12m,market_value_peak_to_cutoff_eur,market_value_vs_peak,valuation_age_days,market_value_percentile,market_value_vs_position_median,old_team_stats_name,old_team_rank_pct,old_team_points_per_game,old_team_goal_diff_per_game,new_team_stats_name,new_team_match_score,new_team_second_score,new_team_match_margin,new_team_match_method,new_team_strength_league,new_team_prev_rank_pct,new_team_prev_points_per_game,new_team_prev_goal_diff_per_game,new_team_strength_missing,team_rank_change,team_points_change,team_goal_diff_change,audit_norm_player,audit_norm_team,audit_status,review_priority_score
Josh Brownhill,eng ENG,Burnley,Premier League,2021-2022,2022-2023,MF,MF,25.0,False,32.0,2955.0,2.0,3.0,2.0,0.0,0.0,0.0609137055837563,0.0913705583756345,0.1522842639593908,0.0,0,2021,2022,20994,josh brownhill,burnley,293569.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Burnley,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,burnley,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2022-06-15,7000000.0,7000000.0,2021-12-23,7000000.0,7000000.0,2021-06-08,7000000.0,7000000.0,historical_valuation,1,15.76142084987672,7000000.0,7000000.0,0.0,0.0,0.0,0.0,7000000.0,1.0,50.0,0.4092485549132948,0.8235294117647058,Burnley,0.1052631578947368,0.9210526315789472,-0.5,Burnley,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.9210526315789472,-0.5,0,0.0,0.0,0.0,josh brownhill,burnley,STABLE_BIG5_REVIEW,0.900598086124402
Josh Brownhill,ENG,Burnley,Premier League,2023-2024,2024-2025,MF,MF,27.0,False,23.0,2252.0,4.0,2.0,4.0,0.0,0.0,0.1598579040852575,0.0799289520426287,0.2397868561278863,0.0,0,2023,2024,22864,josh brownhill,burnley,293569.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Burnley,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,burnley,0,1,0,0,0,0,,,,,0,0,,,15000000.0,2024-05-27,18000000.0,18000000.0,2023-12-19,18000000.0,18000000.0,2023-06-01,18000000.0,15000000.0,historical_valuation,1,16.52356082573315,18000000.0,18000000.0,-3000000.0,-3000000.0,-0.1666666666666666,-0.1666666666666666,18000000.0,0.8333333333333334,79.0,0.6334106728538283,1.875,Burnley,0.0526315789473684,0.631578947368421,-0.9736842105263158,Burnley,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.631578947368421,-0.9736842105263158,0,0.0,0.0,0.0,josh brownhill,burnley,STABLE_BIG5_REVIEW,0.8933014354066986
Matheus Henrique,BRA,Sassuolo,Serie A,2023-2024,2024-2025,MF,MF,25.0,False,27.0,2501.0,2.0,2.0,2.0,0.0,0.0,0.0719712115153938,0.0719712115153938,0.1439424230307877,0.0,0,2023,2024,23013,matheus henrique,sassuolo,552549.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Sassuolo,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,sassuolo,0,1,0,0,0,0,,,,,0,0,,,8500000.0,2024-06-05,22000000.0,12000000.0,2023-12-20,22000000.0,10000000.0,2023-06-15,22000000.0,8500000.0,historical_valuation,1,15.955576839107596,12000000.0,10000000.0,-3500000.0,-1500000.0,-0.2916666666666666,-0.15,22000000.0,0.3863636363636363,70.0,0.4640371229698375,1.0625,Sassuolo,0.0526315789473684,0.7894736842105263,-0.8421052631578947,Sassuolo,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.7894736842105263,-0.8421052631578947,0,0.0,0.0,0.0,matheus henrique,sassuolo,STABLE_BIG5_REVIEW,0.8892344497607655
Will Hughes,eng ENG,Watford,Premier League,2019-2020,2020-2021,MF,MF,24.0,False,27.0,2252.0,1.0,1.0,1.0,0.0,0.0,0.0399644760213143,0.0399644760213143,0.0799289520426287,0.0,0,2019,2020,19569,will hughes,watford,207014.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Watford,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,watford,0,1,0,0,0,0,,,,,0,0,,,14500000.0,2020-04-08,18000000.0,18000000.0,2019-12-10,18000000.0,18000000.0,2019-06-13,18000000.0,14500000.0,historical_valuation,1,16.489659276356317,18000000.0,18000000.0,-3500000.0,-3500000.0,-0.1944444444444444,-0.1944444444444444,18000000.0,0.8055555555555556,134.0,0.6284722222222222,1.9333333333333331,Watford,0.0526315789473684,0.8947368421052632,-0.7368421052631579,Watford,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.8947368421052632,-0.7368421052631579,0,0.0,0.0,0.0,will hughes,watford,STABLE_BIG5_REVIEW,0.8886363636363637
Cristhian Stuani,uy URU,Girona,La Liga,2018-2019,2019-2020,FW,FW,31.0,False,30.0,2729.0,19.0,0.0,14.0,5.0,5.0,0.6266031513374862,0.0,0.6266031513374862,0.0,0,2018,2019,17893,cristhian stuani,girona,59323.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Girona,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,girona,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2019-06-11,10000000.0,10000000.0,2018-12-21,10000000.0,7500000.0,2018-05-30,7500000.0,7000000.0,historical_valuation,1,15.76142084987672,10000000.0,7500000.0,-3000000.0,-500000.0,-0.3,-0.0666666666666666,10000000.0,0.7,58.0,0.4094922737306843,0.7,Girona,0.1052631578947368,0.9736842105263158,-0.4210526315789473,Girona,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,0.9736842105263158,-0.4210526315789473,0,0.0,0.0,0.0,cristhian stuani,girona,STABLE_BIG5_REVIEW,0.888157894736842
Robert Snodgrass,sct SCO,Hull City,Premier League,2016-2017,2017-2018,"FW,MF",FW,28.0,False,27.0,2548.0,7.0,4.0,5.0,2.0,2.0,0.2472527472527472,0.141287284144427,0.3885400313971742,0.0,0,2016,2017,16583,robert snodgrass,hull city,22614.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_confirmed_pre_cutoff_event,0,0,,Hull City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,hull city,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2017-06-28,8000000.0,5000000.0,2016-08-01,7000000.0,5000000.0,2016-08-01,7000000.0,8000000.0,historical_valuation,1,15.894952224644102,5000000.0,5000000.0,3000000.0,3000000.0,0.6000000000000001,0.6000000000000001,8000000.0,1.0,36.0,0.638477801268499,1.1428571428571428,Hull,0.1052631578947368,0.8947368421052632,-1.131578947368421,Hull,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.8947368421052632,-1.131578947368421,0,0.0,0.0,0.0,robert snodgrass,hull city,STABLE_BIG5_REVIEW,0.8874401913875598
Gylfi Sigurðsson,is ISL,Everton,Premier League,2020-2021,2021-2022,"MF,FW",FW,30.0,False,24.0,2253.0,6.0,5.0,3.0,3.0,4.0,0.2396804260985353,0.1997336884154461,0.4394141145139814,0.0,0,2020,2021,19913,gylfi sigurdsson,everton,90466.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Everton,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,everton,0,1,0,0,0,0,,,,,0,0,,,13000000.0,2021-06-08,35000000.0,18000000.0,2020-10-13,35000000.0,18000000.0,2020-07-30,35000000.0,13000000.0,historical_valuation,1,16.380459992348886,18000000.0,18000000.0,-5000000.0,-5000000.0,-0.2777777777777778,-0.2777777777777778,35000000.0,0.3714285714285714,58.0,0.6023102310231023,1.3,Everton,0.5263157894736843,1.5526315789473684,-0.0263157894736842,Everton,1.0,,,same_team_copy_old,Premier League,0.5263157894736843,1.5526315789473684,-0.0263157894736842,0,0.0,0.0,0.0,gylfi sigursson,everton,STABLE_BIG5_REVIEW,0.8870813397129187
Tom Cairney,sct SCO,Fulham,Premier League,2018-2019,2019-2020,"MF,FW",FW,27.0,False,24.0,2194.0,1.0,1.0,1.0,0.0,0.0,0.0410209662716499,0.0410209662716499,0.0820419325432999,0.0,0,2018,2019,18622,tom cairney,fulham,123275.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Fulham,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,fulham,0,1,0,0,0,0,,,,,0,0,,,15000000.0,2019-06-13,18000000.0,15000000.0,2018-12-19,18000000.0,15000000.0,2018-02-27,15000000.0,15000000.0,historical_valuation,1,16.52356082573315,15000000.0,15000000.0,0.0,0.0,0.0,0.0,18000000.0,0.8333333333333334,56.0,0.6462472406181016,1.5,Fulham,0.0526315789473684,0.6842105263157895,-1.236842105263158,Fulham,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.6842105263157895,-1.236842105263158,0,0.0,0.0,0.0,tom cairney,fulham,STABLE_BIG5_REVIEW,0.8839712918660287
Borja García,es ESP,Girona,La Liga,2018-2019,2019-2020,"MF,FW",FW,27.0,False,30.0,2629.0,1.0,3.0,1.0,0.0,0.0,0.0342335488779003,0.102700646633701,0.1369341955116013,0.0,0,2018,2019,17852,borja garcia,girona,67808.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Girona,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,girona,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2019-06-11,8000000.0,8000000.0,2018-12-21,8000000.0,3500000.0,2018-05-30,3500000.0,7000000.0,historical_valuation,1,15.76142084987672,8000000.0,3500000.0,-1000000.0,3500000.0,-0.125,1.0,8000000.0,0.875,58.0,0.4094922737306843,0.7,Girona,0.1052631578947368,0.9736842105263158,-0.4210526315789473,Girona,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,0.9736842105263158,-0.4210526315789473,0,0.0,0.0,0.0,borja garcia,girona,STABLE_BIG5_REVIEW,0.8809808612440191
Ismaila Sarr,sn SEN,Watford,Premier League,2019-2020,2020-2021,"FW,MF",FW,21.0,False,22.0,2028.0,5.0,4.0,5.0,0.0,0.0,0.2218934911242603,0.1775147928994083,0.3994082840236686,0.0,0,2019,2020,19044,ismaila sarr,watford,410225.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Watford,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,watford,0,1,0,0,0,0,,,,,0,0,,,24500000.0,2020-04-08,30000000.0,27000000.0,2019-12-10,30000000.0,30000000.0,2019-06-03,30000000.0,24500000.0,historical_valuation,1,17.01418371633128,27000000.0,30000000.0,-2500000.0,-5500000.0,-0.0925925925925925,-0.1833333333333333,30000000.0,0.8166666666666667,134.0,0.8015046296296297,2.227272727272727,Watford,0.0526315789473684,0.8947368421052632,-0.7368421052631579,Watford,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.8947368421052632,-0.7368421052631579,0,0.0,0.0,0.0,ismaila sarr,watford,STABLE_BIG5_REVIEW,0.8799043062200956
Tom Carroll,eng ENG,Swansea City,Premier League,2017-2018,2018-2019,MF,MF,25.0,False,28.0,2570.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1400778210116731,0.1400778210116731,0.0,0,2017,2018,17666,tom carroll,swansea city,121279.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Swansea City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,swansea city,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2018-05-28,7000000.0,7000000.0,2018-01-02,7000000.0,6000000.0,2017-06-28,6000000.0,7000000.0,historical_valuation,1,15.76142084987672,7000000.0,6000000.0,0.0,1000000.0,0.0,0.1666666666666667,7000000.0,1.0,73.0,0.5060706401766004,1.1666666666666667,Swansea,0.1052631578947368,0.868421052631579,-0.7368421052631579,Swansea,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.868421052631579,-0.7368421052631579,0,0.0,0.0,0.0,tom carroll,swansea city,STABLE_BIG5_REVIEW,0.875
Myrto Uzuni,ALB,Granada,La Liga,2023-2024,2024-2025,FW,FW,28.0,False,28.0,2448.0,11.0,1.0,7.0,4.0,5.0,0.4044117647058823,0.0367647058823529,0.4411764705882353,0.0,0,2023,2024,23079,myrto uzuni,granada,315289.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Granada,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,granada,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2024-06-07,10000000.0,9000000.0,2023-12-22,9000000.0,9000000.0,2023-06-14,9000000.0,8000000.0,historical_valuation,1,15.894952224644102,9000000.0,9000000.0,-1000000.0,-1000000.0,-0.1111111111111111,-0.1111111111111111,10000000.0,0.8,68.0,0.4443155452436195,0.6666666666666666,Granada,0.0,0.5526315789473685,-1.0789473684210529,Granada,1.0,,,same_team_copy_old,La Liga,0.0,0.5526315789473685,-1.0789473684210529,0,0.0,0.0,0.0,myrto uzuni,granada,STABLE_BIG5_REVIEW,0.8723684210526316
Lucas Boyé,ARG,Granada,La Liga,2023-2024,2024-2025,FW,FW,27.0,False,30.0,2541.0,6.0,3.0,6.0,0.0,0.0,0.2125147579693034,0.1062573789846517,0.3187721369539551,0.0,0,2023,2024,22954,lucas boye,granada,334222.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Granada,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,granada,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2024-06-07,15000000.0,7000000.0,2023-12-22,15000000.0,10000000.0,2023-06-13,15000000.0,7000000.0,historical_valuation,1,15.76142084987672,7000000.0,10000000.0,0.0,-3000000.0,0.0,-0.3,15000000.0,0.4666666666666667,68.0,0.3967517401392111,0.5833333333333334,Granada,0.0,0.5526315789473685,-1.0789473684210529,Granada,1.0,,,same_team_copy_old,La Liga,0.0,0.5526315789473685,-1.0789473684210529,0,0.0,0.0,0.0,lucas boye,granada,STABLE_BIG5_REVIEW,0.87188995215311
Denis Bouanga,ga GAB,Saint-Étienne,Ligue 1,2021-2022,2022-2023,"FW,MF",FW,26.0,False,28.0,2436.0,9.0,6.0,9.0,0.0,0.0,0.3325123152709359,0.2216748768472906,0.5541871921182266,0.0,0,2021,2022,20736,denis bouanga,saint etienne,236045.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Saint-Étienne,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,saint etienne,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2022-05-30,12000000.0,7000000.0,2021-12-16,12000000.0,9000000.0,2021-06-04,12000000.0,8000000.0,historical_valuation,1,15.894952224644102,7000000.0,9000000.0,1000000.0,-1000000.0,0.1428571428571428,-0.1111111111111111,12000000.0,0.6666666666666666,66.0,0.4508670520231214,0.6956521739130435,St Etienne,0.1052631578947368,0.8421052631578947,-0.9210526315789472,St Etienne,1.0,,,same_team_copy_old,Ligue 1,0.1052631578947368,0.8421052631578947,-0.9210526315789472,0,0.0,0.0,0.0,denis bouanga,saint etienne,STABLE_BIG5_REVIEW,0.8706937799043062
Eric Martel,GER,Köln,Bundesliga,2023-2024,2024-2025,MF,MF,21.0,False,29.0,2457.0,1.0,1.0,1.0,0.0,0.0,0.0366300366300366,0.0366300366300366,0.0732600732600732,0.0,0,2023,2024,22679,eric martel,koln,597000.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Köln,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,koln,0,1,0,0,0,0,,,,,0,0,,,7500000.0,2024-05-29,9000000.0,9000000.0,2023-12-14,9000000.0,9000000.0,2023-06-22,9000000.0,7500000.0,historical_valuation,1,15.830413711839864,9000000.0,9000000.0,-1500000.0,-1500000.0,-0.1666666666666666,-0.1666666666666666,9000000.0,0.8333333333333334,77.0,0.4205336426914153,0.9375,FC Koln,0.0588235294117647,0.7941176470588235,-0.9411764705882352,FC Koln,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.7941176470588235,-0.9411764705882352,0,0.0,0.0,0.0,eric martel,koln,STABLE_BIG5_REVIEW,0.8683014354066986
Kristian Thorstvedt,NOR,Sassuolo,Serie A,2023-2024,2024-2025,MF,MF,24.0,False,30.0,2397.0,6.0,1.0,6.0,0.0,0.0,0.2252816020025031,0.0375469336670838,0.2628285356695869,0.0,0,2023,2024,22915,kristian thorstvedt,sassuolo,564785.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Sassuolo,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,sassuolo,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2024-06-05,8500000.0,7500000.0,2023-12-20,8500000.0,7500000.0,2023-06-15,8500000.0,8000000.0,historical_valuation,1,15.894952224644102,7500000.0,7500000.0,500000.0,500000.0,0.0666666666666666,0.0666666666666666,8500000.0,0.9411764705882352,70.0,0.4443155452436195,1.0,Sassuolo,0.0526315789473684,0.7894736842105263,-0.8421052631578947,Sassuolo,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.7894736842105263,-0.8421052631578947,0,0.0,0.0,0.0,kristian thorstvedt,sassuolo,STABLE_BIG5_REVIEW,0.867822966507177
Harrison Reed,eng ENG,Fulham,Premier League,2020-2021,2021-2022,MF,MF,25.0,False,26.0,2247.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0801068090787717,0.0801068090787717,0.0,0,2020,2021,19921,harrison reed,fulham,226973.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Fulham,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,fulham,0,1,0,0,0,0,,,,,0,0,,,10000000.0,2021-06-08,10000000.0,9000000.0,2020-10-13,9000000.0,2400000.0,2020-04-08,3000000.0,10000000.0,historical_valuation,1,16.118095750958314,9000000.0,2400000.0,1000000.0,7600000.0,0.1111111111111111,3.166666666666667,10000000.0,1.0,58.0,0.5385038503850385,1.25,Fulham,0.1052631578947368,0.7368421052631579,-0.6842105263157895,Fulham,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.7368421052631579,-0.6842105263157895,0,0.0,0.0,0.0,harrison reed,fulham,STABLE_BIG5_REVIEW,0.8671052631578946
Bruno Soriano,es ESP,Villarreal,La Liga,2016-2017,2017-2018,MF,MF,32.0,False,33.0,2984.0,5.0,2.0,1.0,4.0,5.0,0.1508042895442359,0.0603217158176943,0.2111260053619302,0.0,0,2016,2017,15918,bruno soriano,villarreal,44412.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Villarreal,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,villarreal,0,1,0,0,0,0,,,,,0,0,,,5000000.0,2017-06-05,10000000.0,8000000.0,2017-01-24,10000000.0,8000000.0,2016-07-15,10000000.0,5000000.0,historical_valuation,1,15.424948670398354,8000000.0,8000000.0,-3000000.0,-3000000.0,-0.375,-0.375,10000000.0,0.5,59.0,0.5021141649048626,1.25,Villarreal,0.7894736842105263,1.763157894736842,0.6052631578947368,Villarreal,1.0,,,same_team_copy_old,La Liga,0.7894736842105263,1.763157894736842,0.6052631578947368,0,0.0,0.0,0.0,bruno soriano,villarreal,STABLE_BIG5_REVIEW,0.8662679425837321
Che Adams,sct SCO,Southampton,Premier League,2022-2023,2023-2024,FW,FW,26.0,False,23.0,1992.0,5.0,3.0,5.0,0.0,0.0,0.2259036144578313,0.1355421686746988,0.36144578313253,0.0,0,2022,2023,21639,che adams,southampton,346779.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Southampton,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,southampton,0,1,0,0,0,0,,,,,0,0,,,20000000.0,2023-06-20,22000000.0,22000000.0,2022-11-03,22000000.0,18000000.0,2022-06-15,20000000.0,20000000.0,historical_valuation,1,16.811242881518265,22000000.0,18000000.0,-2000000.0,2000000.0,-0.0909090909090909,0.1111111111111111,22000000.0,0.9090909090909092,51.0,0.7281001137656428,1.818181818181818,Southampton,0.0,0.6578947368421053,-0.9736842105263158,Southampton,1.0,,,same_team_copy_old,Premier League,0.0,0.6578947368421053,-0.9736842105263158,0,0.0,0.0,0.0,che adams,southampton,STABLE_BIG5_REVIEW,0.8645933014354068
Ivan Cavaleiro,pt POR,Fulham,Premier League,2020-2021,2021-2022,FW,FW,26.0,False,27.0,2472.0,3.0,0.0,2.0,1.0,2.0,0.1092233009708737,0.0,0.1092233009708737,0.0,0,2020,2021,19952,ivan cavaleiro,fulham,149716.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Fulham,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,fulham,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2021-06-08,12000000.0,8000000.0,2020-10-13,12000000.0,8000000.0,2020-04-08,12000000.0,7000000.0,historical_valuation,1,15.76142084987672,8000000.0,8000000.0,-1000000.0,-1000000.0,-0.125,-0.125,12000000.0,0.5833333333333334,58.0,0.4284928492849285,0.7,Fulham,0.1052631578947368,0.7368421052631579,-0.6842105263157895,Fulham,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.7368421052631579,-0.6842105263157895,0,0.0,0.0,0.0,ivan cavaleiro,fulham,STABLE_BIG5_REVIEW,0.8632775119617224
Javi Puado,es ESP,Espanyol,La Liga,2022-2023,2023-2024,"FW,MF",FW,24.0,False,25.0,2340.0,7.0,2.0,7.0,0.0,0.0,0.2692307692307693,0.0769230769230769,0.3461538461538461,0.0,0,2022,2023,21893,javi puado,espanyol,408471.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Espanyol,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,espanyol,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2023-06-13,8000000.0,7000000.0,2022-11-07,8000000.0,8000000.0,2022-06-03,8000000.0,8000000.0,historical_valuation,1,15.894952224644102,7000000.0,8000000.0,1000000.0,0.0,0.1428571428571428,0.0,8000000.0,1.0,58.0,0.4550625711035267,0.7272727272727273,Espanol,0.0526315789473684,0.9736842105263158,-0.4473684210526316,Espanol,1.0,,,same_team_copy_old,La Liga,0.0526315789473684,0.9736842105263158,-0.4473684210526316,0,0.0,0.0,0.0,javi puado,espanyol,STABLE_BIG5_REVIEW,0.861842105263158
Karl Toko Ekambi,cm CMR,Lyon,Ligue 1,2022-2023,2023-2024,"FW,MF",FW,29.0,False,26.0,2325.0,7.0,4.0,7.0,0.0,0.0,0.2709677419354839,0.1548387096774193,0.4258064516129032,0.0,0,2022,2023,21964,karl toko ekambi,lyon,315110.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_confirmed_pre_cutoff_event,0,0,,Lyon,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,lyon,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2023-06-27,18000000.0,12000000.0,2022-11-02,18000000.0,15000000.0,2022-05-30,18000000.0,8000000.0,historical_valuation,1,15.894952224644102,12000000.0,15000000.0,-4000000.0,-7000000.0,-0.3333333333333333,-0.4666666666666667,18000000.0,0.4444444444444444,44.0,0.4550625711035267,0.7272727272727273,Lyon,0.6842105263157895,1.631578947368421,0.4736842105263157,Lyon,1.0,,,same_team_copy_old,Ligue 1,0.6842105263157895,1.631578947368421,0.4736842105263157,0,0.0,0.0,0.0,karl toko ekambi,lyon,STABLE_BIG5_REVIEW,0.8592105263157894
Ismaila Sarr,sn SEN,Watford,Premier League,2021-2022,2022-2023,"FW,MF",FW,23.0,False,21.0,1861.0,5.0,2.0,5.0,0.0,1.0,0.2418054809242342,0.0967221923696937,0.338527673293928,0.0,0,2021,2022,20912,ismaila sarr,watford,410225.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Watford,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,watford,0,1,0,0,0,0,,,,,0,0,,,27000000.0,2022-06-15,30000000.0,27000000.0,2021-12-23,30000000.0,22000000.0,2021-06-30,30000000.0,27000000.0,historical_valuation,1,17.11134746100564,27000000.0,22000000.0,0.0,5000000.0,0.0,0.2272727272727273,30000000.0,0.9,50.0,0.8393063583815029,2.347826086956522,Watford,0.0526315789473684,0.6052631578947368,-1.131578947368421,Watford,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.6052631578947368,-1.131578947368421,0,0.0,0.0,0.0,ismaila sarr,watford,STABLE_BIG5_REVIEW,0.8574162679425837
Muhammed Cham,AUT,Clermont Foot,Ligue 1,2023-2024,2024-2025,"MF,FW",FW,22.0,False,29.0,2554.0,8.0,4.0,4.0,4.0,5.0,0.2819107282693813,0.1409553641346906,0.4228660924040721,0.0,0,2023,2024,23075,muhammed cham,clermont foot,422281.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Clermont Foot,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,clermont foot,0,1,0,0,0,0,,,,,0,0,,,6000000.0,2024-06-03,6000000.0,6000000.0,2023-12-18,6000000.0,6000000.0,2023-06-27,6000000.0,6000000.0,historical_valuation,1,15.607270193858982,6000000.0,6000000.0,0.0,0.0,0.0,0.0,6000000.0,1.0,72.0,0.3544083526682134,0.5,Clermont,0.0,0.7352941176470589,-1.0,Clermont,1.0,,,same_team_copy_old,Ligue 1,0.0,0.7352941176470589,-1.0,0,0.0,0.0,0.0,muhammed cham,clermont foot,STABLE_BIG5_REVIEW,0.8570574162679425
