variant,folds,log_loss_mean,brier_mean,roc_auc_mean,pr_auc_exit_mean,balanced_accuracy_mean,macro_f1_mean,exit_recall_mean,presence_recall_mean,threshold_mean
A_Audited,4,0.23609625406130882,0.06739254884928181,0.923522473145949,0.776511723619268,0.8306518648635395,0.8330725161432595,0.7097826523038655,0.9515210774232135,0.6525
A_Original,4,0.2540218339753888,0.07201372374675698,0.912208527802161,0.7670708536495575,0.8210033958752425,0.8199880077574193,0.6972520535020534,0.9447547382484316,0.665
