model,folds,mae_mean,mae_std,mae_worst,rmse_mean,r2_mean,bias_mean,10plus_mae_mean,10plus_bias_mean,15plus_mae_mean,20plus_mae_mean,changed_team_mae_mean,changed_team_bias_mean,same_team_mae_mean,fit_seconds_mean
Tuned_CatBoost_S3,4,2.398844966153386,0.0741777390922961,2.463502062375218,3.451873708093565,0.45326388657404476,-0.011647568531121158,6.487273701745362,-6.02374891019053,8.687938340453215,10.956729401771,2.763445880142073,-0.015523843211364463,2.346014498150163,10.447428639000037
Tuned_MLP_S3,4,2.4005198084818935,0.07688118621799155,2.4993112528730173,3.48067200165054,0.4438556898056786,-0.013134684486099057,6.222891067206828,-5.676676026658493,8.137551936779888,10.505305097653316,2.6991126819078146,-0.13883119289673593,2.354481437919911,1.2590836362500681
