model,threshold,n,actual_mean,pred_mean,mae,bias
Tuned_CatBoost_S3,10,333,14.408408408408409,8.40220063849371,6.476253362885354,-6.0062077699147
Tuned_CatBoost_S3,15,123,19.528455284552845,11.157598427758561,8.693037658762073,-8.370856856794283
Tuned_CatBoost_S3,20,47,24.595744680851062,14.061445503882492,10.852054706337789,-10.53429917696857
Tuned_MLP_S3,10,333,14.408408408408409,8.762685301783565,6.201022407314083,-5.6457231066248434
Tuned_MLP_S3,15,123,19.528455284552845,11.72808078246388,8.139153641413866,-7.800374502088966
Tuned_MLP_S3,20,47,24.595744680851062,14.37221432746725,10.398011035107551,-10.223530353383815
