method,n,mae,bias,actual_mean,pred_mean
TwoStage_Soft,3139,2.3557414942914137,-0.21111225198755018,3.7795476266326857,3.568435374645136
Direct_Regression,3139,2.357596864774725,-0.21788598981706694,3.7795476266326857,3.561661636815619
TwoStage_Hard,3139,2.3803803497455274,-0.11796192010086783,3.7795476266326857,3.6615857065318176
Conditional_No_Gate,3139,2.397239059647748,-0.012628244672583914,3.7795476266326857,3.7669193819601015
Current_Goals_Naive,3139,2.7785919082510353,0.7027715833067856,3.7795476266326857,4.4823192099394715
